monthly_income,monthly_expenses,existing_debt_payment,credit_score,age,debt_to_income_ratio,max_affordable_loan
43714.55,12891.68,3021.34,744.0,42,0.364,565953.42
47902.85,21067.13,3509.11,698.0,32,0.513,507935.98
51991.32,27078.44,1366.71,745.0,28,0.547,477708.24
70604.15,45884.34,4797.79,719.0,26,0.718,378837.22
73070.89,42256.5,4642.05,543.0,21,0.642,444983.84
45657.5,36124.67,3372.59,613.0,20,0.865,109239.5
59391.14,23439.27,4274.26,812.0,30,0.467,725139.18
113556.76,77463.75,4330.18,743.0,49,0.72,676376.7
103188.58,57485.82,5892.84,550.0,23,0.614,763868.71
70908.09,46388.1,5929.6,718.0,18,0.738,276697.91
60950.09,29531.7,1776.64,613.0,59,0.514,501900.98
63000.78,44777.94,6299.43,512.0,22,0.811,174763.74
75337.95,44772.12,2475.56,813.0,19,0.627,659835.08
34430.19,15427.59,3119.24,686.0,39,0.539,268541.03
53565.59,29364.46,6697.73,697.0,49,0.673,341438.19
18285.4,9399.91,520.37,579.0,68,0.543,169962.89
69980.58,43624.27,4869.97,588.0,65,0.693,378660.62
76179.9,28417.65,7649.4,553.0,58,0.473,642687.42
47920.34,26145.2,4513.35,793.0,67,0.64,345104.8
99349.67,60533.36,6355.1,549.0,66,0.673,465430.38
29355.86,16291.14,449.46,809.0,24,0.57,212303.16
23390.63,17590.72,2505.16,601.0,38,0.859,59883.69
65611.3,43703.91,5343.37,582.0,34,0.748,212843.51
86177.46,47300.9,5754.79,676.0,37,0.616,596628.58
102098.19,59472.54,8251.12,625.0,18,0.663,593870.56
48527.89,28842.55,6455.44,688.0,49,0.727,289168.57
86967.02,53092.93,6964.82,610.0,57,0.691,490687.59
59037.29,16303.22,5003.86,655.0,49,0.361,655305.82
55684.32,28107.83,2143.95,619.0,37,0.543,485195.32
82091.5,26871.35,8286.69,749.0,27,0.428,909414.04
76308.07,56600.91,1043.67,721.0,23,0.755,310676.56
20590.2,11136.67,2027.22,700.0,58,0.639,140829.62
96913.51,50491.83,4036.1,764.0,50,0.563,826977.22
94502.28,64688.67,8364.91,701.0,27,0.773,398809.4
44360.93,27208.72,827.5,694.0,42,0.632,313085.22
69895.09,26609.4,98.65,670.0,41,0.382,863085.73
72350.75,39023.41,7732.83,623.0,48,0.646,463624.79
66516.84,33240.13,2858.86,623.0,46,0.543,463744.24
46242.37,13332.6,5896.9,692.0,29,0.416,420062.75
43209.42,19291.21,3932.75,761.0,60,0.537,368671.78
59361.15,31014.36,5994.93,726.0,54,0.623,399965.15
89318.23,47584.94,7763.12,725.0,68,0.62,658900.53
73590.0,24112.89,6923.94,592.0,59,0.422,823480.77
50734.64,36668.45,2922.65,722.0,67,0.78,240776.23
79292.47,42396.46,2202.82,648.0,26,0.562,576999.6
15000.0,8334.49,286.54,694.0,46,0.575,96315.0
88719.14,54127.22,2295.22,724.0,20,0.636,607733.08
16507.16,7127.6,1547.95,588.0,21,0.526,147995.03
50938.98,31503.38,7775.22,693.0,38,0.771,204273.32
32008.25,15842.13,1053.2,699.0,23,0.528,279511.68
27632.96,11481.83,2479.44,760.0,19,0.505,257306.29
89020.67,56618.67,3829.66,639.0,54,0.679,584188.19
48307.47,37377.96,2912.52,675.0,37,0.834,178491.84
68662.6,45229.73,2211.8,694.0,62,0.691,414706.55
58826.99,40499.24,388.32,639.0,50,0.695,338407.97
71926.02,33942.28,1752.39,637.0,31,0.496,549668.15
61920.55,19217.48,5676.55,634.0,37,0.402,623860.45
27925.19,21600.71,3307.95,670.0,60,0.892,59183.22
84906.67,72864.97,6375.94,820.0,19,0.933,117115.29
47656.09,37239.47,2386.62,673.0,64,0.832,152441.13
21085.45,10534.97,993.02,719.0,24,0.547,147623.76
49297.12,18575.39,3948.82,683.0,54,0.457,383188.34
97518.99,38046.8,9820.78,655.0,29,0.491,1059468.29
81255.54,24168.66,7820.66,678.0,66,0.394,879659.84
51283.7,27380.02,3712.18,742.0,33,0.606,318029.78
51268.56,40545.83,3252.03,676.0,34,0.854,133534.27
51959.12,27473.42,3510.52,667.0,48,0.596,323243.1
111918.7,66630.62,13454.86,661.0,24,0.716,504718.68
69548.39,52602.19,6799.61,601.0,43,0.854,161295.13
70751.04,34624.55,8136.11,763.0,18,0.604,459538.76
85757.09,73350.58,2451.28,644.0,19,0.884,123413.45
65969.73,55996.04,1916.68,798.0,48,0.878,169823.76
53523.95,28385.53,3527.0,700.0,37,0.596,374159.66
55091.25,25527.63,1580.16,792.0,54,0.492,598392.69
58209.97,38103.41,5378.65,664.0,50,0.747,265378.71
59069.44,29408.98,5961.83,621.0,30,0.599,337821.79
78190.74,29440.12,1077.55,763.0,18,0.39,911286.67
61298.65,45494.99,2993.19,635.0,68,0.791,257323.65
78316.0,57363.9,1153.11,783.0,50,0.747,380459.75
57982.09,33242.68,4793.17,726.0,20,0.656,346294.15
61965.88,22343.06,6971.19,797.0,54,0.473,547263.68
15000.0,5483.57,813.97,602.0,36,0.42,140953.2
82908.19,46933.03,1027.95,757.0,61,0.578,589464.13
68662.21,32615.88,5253.99,621.0,57,0.552,510794.69
84950.25,42376.25,4802.26,488.0,49,0.555,466325.07
15000.0,10549.42,1103.89,752.0,22,0.777,55930.0
112209.37,74055.59,16843.26,679.0,64,0.81,409691.44
56510.26,42762.52,4999.97,757.0,60,0.845,169439.48
87704.57,35205.19,1024.99,687.0,64,0.413,907549.58
34002.35,16950.9,576.35,682.0,54,0.515,261360.55
75319.35,50000.54,14926.94,800.0,23,0.862,237358.38
33664.61,20778.19,4241.26,689.0,53,0.743,192249.73
44405.78,34630.16,4665.51,642.0,54,0.885,79149.36
107850.78,66121.21,1817.54,673.0,30,0.63,783029.67
55232.94,45689.59,6209.34,693.0,29,0.94,53789.09
65435.82,41290.18,6857.52,452.0,23,0.736,279674.92
81751.69,57988.53,5173.03,719.0,47,0.773,262759.55
72392.05,36302.64,2026.31,789.0,54,0.529,622656.51
63760.47,35204.9,5194.53,676.0,45,0.634,430889.3
69124.03,47463.44,4389.16,646.0,27,0.75,318231.39
120085.39,95101.23,8101.4,711.0,45,0.859,280917.75
58559.53,38613.31,6188.05,819.0,23,0.765,289358.15
65027.48,34953.84,2545.4,718.0,26,0.577,507888.61
86266.36,65269.15,3294.25,697.0,41,0.795,277294.17
87638.15,19385.84,776.6,649.0,69,0.23,1063203.95
89675.76,30190.67,9014.03,594.0,35,0.437,1004884.56
75968.26,49549.92,3094.41,682.0,21,0.693,431602.32
31424.88,17350.19,1890.43,683.0,62,0.612,211934.04
100835.79,64618.3,4331.44,525.0,40,0.684,439486.56
31341.37,17540.54,5072.8,622.0,44,0.722,143455.66
67565.89,42947.71,5349.17,773.0,21,0.715,378865.35
41143.1,17602.65,4833.21,659.0,30,0.545,347714.68
58396.54,37115.26,3656.48,484.0,28,0.698,280873.2
68219.06,47696.19,1602.14,808.0,28,0.723,347633.87
68033.93,49874.49,3562.08,609.0,36,0.785,204119.26
70548.02,60109.25,5253.44,642.0,50,0.926,90837.13
100342.78,58862.56,13475.05,765.0,31,0.721,535374.6
71338.36,42167.15,13468.96,621.0,30,0.78,249546.62
53896.08,17328.89,975.57,522.0,24,0.34,564828.22
84102.18,39552.27,3341.14,697.0,50,0.51,764194.06
89736.76,46756.24,2514.62,744.0,49,0.549,791081.46
29309.8,20738.09,1111.79,642.0,62,0.745,142737.77
74935.0,34346.45,2311.83,670.0,54,0.489,520839.96
77529.32,51902.08,12276.11,586.0,25,0.828,237277.1
52560.91,28895.72,8246.83,600.0,63,0.707,221777.94
94392.67,49407.46,14652.85,654.0,51,0.679,483922.33
56248.61,33036.73,3265.12,732.0,36,0.645,415285.95
63139.41,31022.07,5127.89,688.0,53,0.573,431352.23
55673.2,27037.38,1452.94,762.0,51,0.512,566271.44
60389.48,17771.54,7944.8,812.0,53,0.426,644673.05
32593.12,16713.98,4803.37,751.0,23,0.66,242299.12
23998.73,11471.51,1416.0,553.0,67,0.537,159038.99
99862.63,47195.36,8262.75,657.0,18,0.555,786352.62
38825.97,23782.11,3454.41,750.0,62,0.702,158124.53
35215.19,22847.43,4386.7,670.0,47,0.773,145233.3
15000.0,8772.44,723.21,550.0,32,0.633,76005.84
44025.96,30787.89,1981.05,636.0,26,0.744,193132.1
26922.76,17131.87,2640.28,498.0,46,0.734,103823.64
101050.38,51105.38,4056.58,658.0,19,0.546,968243.36
85245.43,40966.53,6724.97,625.0,47,0.559,626307.32
42796.24,25546.08,1583.9,651.0,63,0.634,325328.65
116310.9,73981.3,16960.18,775.0,21,0.782,440476.87
84544.14,64226.21,2575.74,573.0,36,0.79,209171.51
51879.22,37803.14,4827.76,623.0,37,0.822,173574.37
15000.0,7031.69,1290.38,589.0,22,0.555,99798.75
117273.56,62706.06,886.51,766.0,26,0.542,1145445.16
25260.69,16435.93,1096.97,770.0,37,0.694,146687.54
18865.03,13397.94,2384.42,709.0,69,0.837,60453.64
85564.26,59111.68,2038.14,705.0,66,0.715,490642.78
120993.81,65387.27,20192.72,584.0,33,0.707,734309.42
94606.82,34237.89,9194.23,696.0,66,0.459,1038641.16
74097.73,29650.91,580.65,590.0,37,0.408,762114.09
74868.86,44239.64,3986.01,683.0,37,0.644,526624.38
81335.39,48909.72,7308.01,653.0,43,0.691,481363.99
78973.21,30420.33,6770.75,632.0,56,0.471,770756.4
67029.79,37314.51,2160.95,682.0,50,0.589,602297.22
62605.03,40360.44,1196.48,734.0,29,0.664,386987.28
58435.17,22048.53,3240.49,822.0,38,0.433,669354.83
41150.89,29453.73,2813.83,724.0,40,0.784,156397.88
52983.12,26140.3,1075.99,850.0,37,0.514,665517.66
17676.08,13056.29,303.87,696.0,40,0.756,76706.34
57541.51,27043.48,5482.98,823.0,66,0.565,515362.28
35285.22,13973.17,983.87,715.0,64,0.424,341449.35
32410.27,15598.4,6331.53,699.0,23,0.677,184679.82
64497.35,34553.02,6542.52,667.0,62,0.637,463645.79
94800.06,46615.84,2237.22,704.0,29,0.515,836430.47
82957.92,42939.0,3973.08,715.0,52,0.565,748482.47
20737.48,12444.46,799.97,567.0,25,0.639,135905.39
35259.3,18487.26,1493.11,736.0,44,0.567,284764.6
83519.28,45107.35,2796.17,561.0,33,0.574,541743.28
35437.82,10405.11,6838.92,736.0,64,0.487,352935.34
54384.17,33106.62,3699.21,728.0,49,0.677,339215.84
73751.3,39576.39,996.6,794.0,46,0.55,649429.42
35791.39,28330.46,248.84,611.0,24,0.798,128552.91
62634.39,25621.55,6034.11,601.0,33,0.505,494859.65
26649.36,7428.66,5191.72,769.0,46,0.474,287713.88
44965.81,28899.99,6397.85,594.0,42,0.785,172286.86
67994.55,40931.29,5259.24,586.0,60,0.679,342306.58
20175.16,8044.54,522.92,697.0,53,0.425,202930.38
71011.87,22761.98,2946.84,676.0,65,0.362,815603.84
59509.06,46453.33,1636.69,692.0,21,0.808,199248.7
73812.25,56253.54,5031.55,723.0,44,0.83,215793.95
65597.85,13119.57,5079.71,723.0,40,0.277,977489.56
94103.51,45288.87,14848.3,674.0,40,0.639,668613.78
63130.61,50481.06,672.77,684.0,47,0.81,231160.94
49264.86,23577.7,2067.28,675.0,60,0.521,376987.34
63057.44,30041.08,1501.02,683.0,41,0.5,679166.93
73582.45,37349.43,4466.3,569.0,65,0.568,550237.59
61221.5,23378.38,3907.18,741.0,33,0.446,633051.43
61014.79,17955.66,7853.23,764.0,24,0.423,731285.57
42450.21,30049.74,3229.14,731.0,40,0.784,170174.95
43427.48,11880.0,3124.76,725.0,55,0.346,378368.5
24934.87,14639.03,4019.21,601.0,48,0.748,110659.87
103739.42,70852.67,9392.11,567.0,59,0.774,436770.66
28903.42,9605.07,1553.53,746.0,36,0.386,349366.73
42677.37,17555.75,1362.97,682.0,69,0.443,351452.48
42039.82,30772.18,930.55,694.0,64,0.754,205450.66
82373.11,51889.6,8428.8,697.0,21,0.732,415945.48
52626.26,24071.63,2926.46,701.0,23,0.513,487662.04
91193.55,66602.06,4451.31,732.0,36,0.779,320630.76
43162.73,31551.11,3460.83,672.0,44,0.811,139004.16
66974.85,39539.13,7267.93,528.0,69,0.699,292158.43
39116.32,16232.33,3489.56,735.0,46,0.504,398057.76
113628.73,55448.85,8599.62,726.0,29,0.564,971653.72
30310.04,17972.58,1085.25,576.0,55,0.629,177928.64
67745.52,35343.57,9303.57,587.0,30,0.659,363326.86
75844.42,52396.63,2785.27,751.0,45,0.728,380523.35
70344.98,22547.95,4218.05,770.0,22,0.38,862983.84
55367.81,18042.18,4082.81,467.0,63,0.4,562314.01
56754.48,32754.75,7362.69,715.0,63,0.707,280941.91
61095.29,29097.75,3114.73,662.0,34,0.527,536580.47
56324.95,25680.95,6479.72,686.0,44,0.571,424152.08
84096.98,23950.1,1474.13,691.0,43,0.302,756560.54
115263.08,63732.63,424.86,619.0,21,0.557,841896.11
46062.71,24969.98,4206.93,732.0,25,0.633,330008.41
25754.93,16689.75,1611.41,625.0,43,0.711,119614.3
57792.95,32383.47,3745.08,740.0,50,0.625,423329.76
124492.73,65994.77,18463.89,758.0,29,0.678,817972.18
39908.14,28995.26,1065.55,610.0,30,0.753,189933.39
100977.92,35658.32,11543.86,612.0,38,0.467,832250.4
101942.52,64270.52,3639.57,689.0,69,0.666,694466.05
46160.29,13817.07,861.84,800.0,54,0.318,619809.41
74224.58,31489.46,1942.06,633.0,42,0.45,603991.05
100709.92,37071.46,5805.38,648.0,56,0.426,1001909.24
50521.81,33712.77,1434.22,706.0,20,0.696,275466.54
54910.49,29662.01,998.55,733.0,36,0.558,431151.53
45457.98,24909.81,2417.6,722.0,24,0.601,296511.34
34631.08,13297.99,2905.33,683.0,34,0.468,343002.49
43768.06,22104.88,4444.17,656.0,30,0.607,305452.88
29401.49,12803.77,2048.69,707.0,41,0.505,253976.57
60852.09,36968.75,7945.65,424.0,68,0.738,216344.73
40750.67,16354.72,1817.86,830.0,62,0.446,368537.71
65844.65,49348.53,2824.82,665.0,25,0.792,283618.61
21102.61,6302.57,1164.43,695.0,25,0.354,243235.67
68272.01,29290.19,3608.77,848.0,62,0.482,771546.8
80838.22,64798.31,6411.53,621.0,19,0.881,186454.23
15000.0,7270.94,939.62,850.0,47,0.547,151633.12
69351.41,24464.97,3806.2,739.0,20,0.408,827364.47
90691.72,52860.65,4026.51,716.0,62,0.627,642399.89
29758.97,14245.36,1236.9,732.0,43,0.52,222515.36
101814.31,43232.34,5123.35,613.0,34,0.475,1072029.2
70475.48,27176.71,6624.7,548.0,55,0.48,537061.47
42374.7,38137.23,5732.54,586.0,20,1.035,0.0
58605.77,30021.82,4646.8,767.0,50,0.592,446394.86
73958.17,19315.28,3084.96,605.0,47,0.303,976064.53
61900.13,47914.2,3810.27,548.0,32,0.836,182497.23
73468.9,47142.1,5249.77,674.0,25,0.713,394635.67
36983.16,16088.79,1455.22,726.0,47,0.474,376680.08
64234.02,26338.01,2097.16,683.0,40,0.443,639408.37
24657.14,16052.31,1274.57,729.0,29,0.703,138021.49
57219.35,29351.37,9923.75,772.0,56,0.686,347320.54
37402.31,9765.87,5705.97,726.0,65,0.414,416984.41
41611.75,34041.99,1700.04,668.0,25,0.859,104234.92
90902.33,44078.67,1262.37,636.0,26,0.499,695675.54
87282.75,67586.16,15734.03,742.0,25,0.955,71777.32
75228.45,55801.85,6204.55,702.0,55,0.824,253924.0
32692.18,13071.92,4304.62,611.0,50,0.532,261492.66
52089.79,36722.18,8476.45,784.0,65,0.868,133997.11
90327.44,40853.62,6421.99,701.0,50,0.523,744298.7
63542.92,17156.27,2159.18,732.0,62,0.304,878605.62
117983.24,57376.46,7287.64,649.0,28,0.548,1006287.67
69832.95,42573.35,1225.79,770.0,40,0.627,384557.46
64801.23,31142.79,7187.97,553.0,60,0.592,370735.32
52272.09,26342.14,7264.21,814.0,68,0.643,362730.1
63338.52,45700.96,286.09,525.0,68,0.726,296056.33
56188.25,31801.1,4588.78,570.0,60,0.648,342533.22
77702.72,32907.51,3778.93,700.0,42,0.472,744019.32
83917.56,54991.56,5801.04,638.0,32,0.724,441585.16
40350.26,23389.08,2517.1,654.0,27,0.642,273084.57
26719.18,5343.84,1605.45,638.0,37,0.26,341574.73
15000.0,9213.79,1581.22,617.0,33,0.72,72059.86
72699.78,44257.76,4753.51,705.0,52,0.674,380059.99
32415.83,17926.55,1738.31,676.0,51,0.607,233119.53
15000.0,10256.33,600.81,751.0,38,0.724,83208.07
69714.47,31311.62,13039.19,686.0,63,0.636,428945.94
122324.99,73453.09,4296.58,647.0,64,0.636,793788.12
59848.23,18849.56,398.05,742.0,57,0.322,793513.13
80962.27,49473.09,2957.58,533.0,18,0.648,507164.72
62045.73,52302.01,5358.04,473.0,42,0.929,66376.77
57527.76,23055.49,897.91,553.0,63,0.416,509043.3
82976.91,36180.4,6417.21,653.0,31,0.513,694970.4
52743.14,23391.46,5708.38,711.0,36,0.552,450946.26
66684.81,37976.98,2053.85,466.0,25,0.6,423652.0
68042.45,26573.61,2694.63,679.0,58,0.43,595062.6
43297.74,26549.62,1778.58,652.0,32,0.654,257452.75
84801.06,57412.52,1165.94,691.0,61,0.691,430341.58
55626.01,35052.84,7010.55,527.0,35,0.756,221475.98
41106.37,11704.53,1308.8,850.0,18,0.317,588741.75
73412.75,51335.71,2675.88,683.0,64,0.736,388692.83
37538.3,25924.14,2397.8,583.0,50,0.754,175927.65
60704.53,40946.67,9680.58,690.0,18,0.834,193307.34
59772.03,36217.44,6395.29,800.0,51,0.713,322655.46
87147.39,50809.4,3118.8,577.0,21,0.619,532249.72
71867.46,50656.38,5161.91,560.0,34,0.777,280130.98
59374.33,49786.98,2880.43,671.0,19,0.887,130197.72
80444.16,32744.31,7056.47,677.0,56,0.495,646825.26
94755.19,67439.05,4198.27,737.0,27,0.756,539558.66
73945.26,39713.59,1879.19,798.0,59,0.562,661049.59
60258.82,31970.26,1610.59,742.0,62,0.557,546923.31
27204.09,8692.26,1232.79,569.0,54,0.365,303496.56
33372.16,16929.08,2888.4,594.0,43,0.594,207472.09
52369.38,20969.24,1306.64,616.0,44,0.425,499500.33
44762.19,21504.74,445.0,742.0,56,0.49,397963.65
55325.72,21315.45,1484.9,729.0,42,0.412,506673.51
61416.25,29643.4,1079.4,781.0,46,0.5,522181.9
73242.32,35821.61,1985.31,725.0,63,0.516,779066.29
58237.53,32875.86,1734.32,630.0,35,0.594,405292.93
72162.54,22210.73,4982.56,664.0,39,0.377,877606.17
61611.86,20527.36,1575.64,563.0,68,0.359,623021.83
15000.0,9064.31,817.73,730.0,43,0.659,89157.96
36516.62,15716.18,3265.41,630.0,43,0.52,353273.99
56397.81,40108.97,147.2,778.0,69,0.714,306589.35
29757.63,17372.22,1111.54,728.0,38,0.621,206504.66
74998.22,48074.93,11684.08,835.0,38,0.797,313575.57
98268.77,74841.87,3120.01,714.0,59,0.793,400753.23
90469.05,45555.09,5094.78,712.0,25,0.56,698824.42
54663.93,25354.61,189.28,665.0,19,0.467,408926.58
97268.15,66215.82,21608.07,649.0,63,0.903,187243.18
63716.69,39913.85,3604.51,659.0,51,0.683,376978.01
51572.85,26915.89,3377.0,760.0,29,0.587,371117.74
44664.93,33888.12,1218.29,572.0,66,0.786,158221.22
52438.26,27171.58,2057.43,685.0,35,0.557,478597.16
50295.58,27909.82,4717.26,547.0,34,0.649,337833.75
64260.41,35547.79,1808.45,710.0,32,0.581,481581.19
64014.35,26233.78,4204.73,643.0,20,0.475,683174.33
60076.15,33741.04,4728.64,720.0,38,0.64,402818.79
70923.45,53867.36,3279.76,621.0,36,0.806,222356.43
89766.16,55362.85,5138.64,659.0,49,0.674,496059.27
83738.85,46446.55,6026.19,731.0,28,0.627,691024.46
22877.55,12027.53,449.41,690.0,35,0.545,201050.32
15000.0,8994.45,665.53,803.0,46,0.644,95036.25
83358.0,55221.76,6642.03,641.0,20,0.742,419087.3
25828.03,16565.73,3115.97,635.0,67,0.762,119688.23
54380.86,27202.41,5801.67,779.0,21,0.607,396700.61
30747.17,18408.86,82.26,651.0,45,0.601,228192.03
15000.0,9329.86,1139.25,647.0,26,0.698,91789.95
73536.57,29335.26,10158.58,711.0,55,0.537,557427.27
78978.88,45431.38,4626.19,667.0,24,0.634,425990.56
45587.24,10293.8,3498.43,655.0,18,0.303,529075.97
15000.0,9335.7,618.9,625.0,52,0.664,72636.99
46343.89,30079.57,3317.81,789.0,64,0.721,220843.38
69795.1,46213.56,6318.83,668.0,51,0.753,346240.91
23027.21,11300.44,2603.16,635.0,26,0.604,146959.93
64584.0,38515.12,5181.51,656.0,43,0.677,370456.29
59617.25,45523.32,3271.85,708.0,25,0.818,214682.66
74482.29,56760.38,7200.19,797.0,36,0.859,230453.59
62989.51,34368.59,1552.18,666.0,43,0.57,503719.96
35673.28,20365.8,2698.34,611.0,63,0.647,171495.18
89914.29,64435.88,4021.74,834.0,27,0.761,427550.59
56036.76,18205.21,6488.43,691.0,60,0.441,616978.64
59317.39,29749.96,1089.34,672.0,47,0.52,522464.83
36668.3,27513.53,1357.45,686.0,57,0.787,149838.85
48917.94,34060.59,8161.17,580.0,53,0.863,105716.32
37879.93,22932.12,2386.89,676.0,48,0.668,229548.32
55676.35,18046.1,7841.83,741.0,25,0.465,599999.69
102792.71,55766.43,5550.45,778.0,59,0.597,916710.81
25702.47,11862.02,3872.69,651.0,64,0.612,166074.45
19660.97,11789.81,2292.98,695.0,30,0.716,95512.0
96779.26,41479.4,10136.98,779.0,54,0.533,1012889.38
54766.91,21695.44,5002.46,683.0,47,0.487,493208.57
43273.18,10397.26,3475.59,738.0,32,0.321,566659.58
85997.62,63059.53,4938.99,714.0,52,0.791,342913.39
44859.61,21982.75,3413.34,627.0,20,0.566,340386.0
105650.24,60598.01,15546.04,607.0,46,0.721,607829.58
76948.15,42295.65,8366.59,765.0,41,0.658,492799.73
47802.21,18637.36,3414.95,466.0,62,0.461,431365.38
113932.71,41145.69,12302.53,627.0,40,0.469,1013845.49
44857.13,17907.09,2583.45,568.0,26,0.457,485125.4
78552.38,34682.82,2961.14,765.0,19,0.479,720520.14
67482.31,40826.19,1847.87,789.0,32,0.632,513333.84
92543.53,39853.16,9865.9,622.0,49,0.537,571819.72
99037.78,80416.06,7912.56,850.0,35,0.892,210314.82
60800.1,42807.69,4072.62,790.0,46,0.771,286536.91
41164.55,27631.87,558.22,696.0,57,0.685,203404.05
71499.3,38041.29,4022.68,800.0,20,0.588,555963.65
43057.12,33461.5,3214.71,629.0,50,0.852,145320.66
110334.68,57076.04,3473.49,658.0,24,0.549,794886.08
63413.38,34580.0,5865.01,717.0,47,0.638,438909.75
50866.96,29273.74,565.22,625.0,44,0.587,313485.77
64617.01,42341.81,684.94,577.0,55,0.666,325151.09
26321.84,16991.7,1864.64,605.0,46,0.716,134119.58
35709.65,17095.32,440.57,664.0,48,0.491,319035.72
90010.35,42309.45,3151.29,718.0,18,0.505,761558.45
43577.64,28150.52,1158.06,653.0,58,0.673,242365.19
33827.23,22234.14,2490.99,549.0,60,0.731,167233.49
73416.32,36047.22,387.05,718.0,44,0.496,672402.48
89642.6,27961.48,3868.98,782.0,44,0.355,1186041.29
77973.83,40460.82,9484.55,627.0,46,0.641,404841.86
84901.19,54636.37,12400.51,813.0,22,0.79,334089.72
41080.12,33719.08,817.69,750.0,20,0.841,119022.75
24454.73,9055.74,343.55,596.0,46,0.384,238572.48
97533.34,47402.6,6704.11,628.0,58,0.555,750765.42
51933.0,25529.72,1960.72,655.0,56,0.529,422718.22
53729.17,40477.99,185.71,665.0,69,0.757,251847.39
93204.85,50774.16,4176.42,485.0,30,0.59,669443.96
73905.75,30589.67,8253.36,620.0,50,0.526,572464.98
71397.19,45251.85,840.22,636.0,37,0.646,498997.06
114125.06,55841.87,6463.49,831.0,20,0.546,960947.59
43912.04,16086.82,4500.38,698.0,23,0.469,433680.69
83196.0,34616.53,6564.47,616.0,60,0.495,632549.94
61425.33,49761.04,6085.91,645.0,34,0.909,96018.59
66714.81,40538.01,7698.61,714.0,64,0.723,395495.5
98211.71,55603.94,3173.41,650.0,21,0.598,711000.81
72695.89,37257.8,7746.76,633.0,50,0.619,474153.38
73457.4,43620.65,4681.33,636.0,50,0.658,354283.63
86812.68,51396.18,1399.82,718.0,23,0.608,629249.23
50876.18,30211.57,5188.49,569.0,58,0.696,262384.71
39019.76,22133.05,5602.35,593.0,31,0.711,183617.47
33879.77,23049.08,1314.83,606.0,63,0.719,158558.92
15000.0,8301.98,1038.03,592.0,24,0.623,95574.41
111405.18,44930.73,15539.04,614.0,23,0.543,885964.07
32419.79,14852.69,3055.98,752.0,68,0.552,271135.94
54468.66,13788.59,3485.67,763.0,20,0.317,796276.22
53079.67,45331.23,1468.24,702.0,54,0.882,103670.74
67685.17,45986.2,7151.8,697.0,39,0.785,308353.87
80393.43,34206.55,1749.94,626.0,55,0.447,756697.46
81511.84,41385.46,1095.83,514.0,25,0.521,662309.82
45423.06,20643.35,4414.77,692.0,41,0.552,412164.52
55821.96,43618.28,2394.74,704.0,30,0.824,184340.83
67064.5,22601.97,1449.4,626.0,30,0.359,749769.04
53782.72,30504.02,2753.71,594.0,18,0.618,355961.83
100183.64,53470.09,458.98,578.0,68,0.538,629919.25
72274.37,48714.79,3460.06,693.0,58,0.722,270388.76
78371.94,41881.86,3445.43,687.0,53,0.578,647875.33
76572.03,21920.17,5906.0,776.0,49,0.363,910794.37
89336.85,45770.15,11514.11,616.0,22,0.641,508934.35
64525.54,26079.65,3279.44,657.0,66,0.455,642130.73
27579.2,15497.77,1982.61,681.0,24,0.634,180564.56
69992.2,53552.89,5875.64,636.0,67,0.849,161954.49
43716.08,12637.72,2094.53,747.0,62,0.337,601938.85
46784.58,20115.81,1240.0,779.0,49,0.456,548031.86
74659.1,34872.97,3651.93,592.0,45,0.516,629553.62
90957.08,44819.58,3377.04,643.0,50,0.53,769258.25
60531.79,40012.65,1190.92,786.0,63,0.681,375478.61
67720.83,35483.57,3103.26,706.0,31,0.57,544413.25
102555.37,62801.88,12899.71,689.0,30,0.738,507559.02
66018.83,30113.44,5334.77,707.0,46,0.537,538492.25
125042.08,73085.68,7091.1,732.0,67,0.641,910767.69
74137.74,49425.38,4235.97,711.0,57,0.724,385885.87
15980.93,7034.09,928.75,697.0,18,0.498,158577.3
78833.54,52598.03,1401.36,681.0,64,0.685,507807.62
69528.96,38787.14,2429.59,788.0,66,0.593,553264.35
92243.82,65199.69,12166.56,659.0,66,0.839,274972.82
76829.53,39934.99,5126.88,680.0,44,0.587,613707.2
56538.6,34329.49,6651.57,804.0,47,0.725,308183.54
29392.54,15986.87,4833.71,706.0,51,0.708,152856.63
54774.42,29335.43,1846.04,675.0,63,0.569,434438.71
38736.99,22809.87,3904.32,730.0,18,0.69,254978.9
45486.91,28680.46,1264.0,698.0,51,0.658,216445.09
74714.46,27088.87,3720.79,621.0,24,0.412,822076.71
101747.61,77841.51,11903.26,700.0,18,0.882,224149.67
69866.79,18937.43,10057.47,615.0,59,0.415,672301.11
30102.92,13464.38,2034.03,826.0,35,0.515,316460.87
71115.07,38107.69,4876.72,699.0,52,0.604,454835.8
89915.79,55015.28,1382.74,605.0,67,0.627,554291.01
44755.43,35196.83,8064.17,649.0,36,0.967,30027.74
56649.57,15366.55,6580.89,741.0,30,0.387,531481.65
60367.2,28604.75,900.33,593.0,40,0.489,553468.31
40377.54,9326.2,2743.72,850.0,19,0.299,655134.13
76207.01,42275.33,2644.79,564.0,20,0.589,580873.12
56976.3,33658.89,6900.69,754.0,39,0.712,325308.49
70488.31,55588.45,5077.72,641.0,53,0.861,156910.35
37812.7,21481.21,4682.17,615.0,66,0.692,220238.58
49063.54,34668.48,2515.5,723.0,25,0.758,207929.58
78059.53,49768.85,5230.63,644.0,40,0.705,401891.52
50679.17,24564.84,4095.86,807.0,25,0.566,431726.82
